|datasheet_id|line|button|description|Unnamed: 4
1444|2568|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 bellicatus missile array</li><li>1 ironhail skytalon array</li><li>1 orbital comms array</li><li>1 shield dome</li></ul>"|
1445|2570|1|•|"The Aspiring Champion’s boltgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 plasma pistol*</li><li>1 accursed weapon</li><li>1 Astartes chainsword</li><li>1 heavy melee weapon</li></ul>"|
1446|2570|2|•|"The Aspiring Champion’s bolt pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 plasma pistol*</li><li>1 accursed weapon</li><li>1 Astartes chainsword</li><li>1 heavy melee weapon</li></ul>"|
1447|2570|3|•|1 model can be equipped with 1 Chaos icon.|
1448|2570|4|•|Any number of Legionaries can each have their boltgun replaced with 1 Astartes chainsword.|
1449|2570|5|•|One Legionary’s boltgun can be replaced with 1 heavy melee weapon.|
1450|2570|6|•|One Legionary’s boltgun can be replaced with 1 balefire tome.|
1451|2570|7|•|"For every 5 models in this unit, 1 Legionary’s boltgun can be replaced with one of the following (duplicates are not allowed):<ul style=""list-style-type:circle""><li>1 plasma pistol and 1 Astartes chainsword</li><li>1 flamer</li><li>1 havoc autocannon</li><li>1 heavy bolter</li><li>1 lascannon</li><li>1 meltagun</li><li>1 missile launcher</li><li>1 plasma gun</li><li>1 reaper chaincannon </li></ul>"|
1452|2570|8|*|* Maximum 1 per model.|
1453|2572|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"|
1454|2572|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-bolter</li><li>1 combi-weapon</li></ul>"|
1455|2572|3|•|This model can be equipped with 1 Havoc launcher.|
1456|2582|1|•|"This model’s great axe of Khorne can be replaced with 1 axe of Khorne and one of the following:<ul style=""list-style-type:circle""><li>1 bloodflail</li><li>1 lash of Khorne</li></ul>"|
1457|2583|1|•||
1458|2584|1|•|1 Pink Horror that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
1459|2584|2|•|1 Pink Horror that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
1460|2587|1|•|"The Navis Sergeant-at-Arms’ Navis shotgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autopistol and 1 chainsword</li><li>1 bolt pistol and 1 power weapon</li></ul>"|
1461|2587|2|•|"1 Navis Armsman’s Navis las-volley can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
1462|2587|3|•|1 Navis Armsman's Navis shotgun can be replaced with 1 autopistol and 1 power weapon.|
1463|2587|4|•|1 Navis Armsman’s Navis shotgun can be replaced with 1 autopistol and 1 chainfist.|
1464|2587|5|•|1 Navis Armsman can be equipped with 1 demolition charge.|
1465|2588|1|•|The Kroot Kill-broker’s Farstalker firearm can be replaced with 1 T’au-tech rifle.|
1466|2588|2|•|"1 Kroot Farstalker’s Farstalker firearm can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Dvorgite skinner</li><li>1 Londaxi tribalest</li></ul>"|
1467|2588|3|•|1 Kroot Farstalker equipped with a Farstalker firearm can be equipped with 1 Pech’ra.|
1468|2589|1|•||
1469|2590|1|•|"Up to 3 Traitor Guardsmen can each have their lasgun replaced with one of the following (duplicates are not allowed):<ul style=""list-style-type:circle""><li>1 Cultist grenade launcher</li><li>1 flamer</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 Cultist sniper rifle</li></ul>"|
1470|2590|2|•|"The Traitor Sergeant’s close combat weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chainsword</li><li>1 power weapon</li></ul>"|
1471|2590|3|•|The Traitor Sergeant’s corrupted pistol can be replaced with 1 boltgun.|
1472|2591|1|•||
1473|2592|1|•||
1474|2594|1|•|This model’s Autoch-pattem combi-bolter can be replaced with 1 volkanite disintegrator.|
1475|2594|2|•|This model’s forgewrought plasma axe can be replaced with 1 mass gauntlet.|
1476|2594|3|•|This model’s rampart crest can be replaced with 1 teleport crest.|
1477|2595|1|•|This model’s mass hammer can be replaced with 1 darkstar axe.|
1478|2595|2|•|This model’s weavefield crest can be replaced with 1 teleport crest.|
1479|2598|1|•|Any number of Hearthkyn Warriors can each have their Autoch-pattern bolter replaced with 1 ion blaster.|
1480|2598|2|•|"Up to 2 Hearthkyn Warriors can each have their  Autoch-pattern bolter or ion blaster replaced with one of the following (duplicates are not allowed):<ul style=""list-style-type:circle""><li>1 HYLas auto rifle</li><li>1 HYLas rotary cannon</li><li>1 L7 missile launcher</li><li>1 EtaCarn plasma beamer</li><li>1 magna-rail rifle</li></ul>"|
1481|2598|3|•|Up to 2 Hearthkyn Warriors can each have their Autoch-pattern bolter or ion blaster replaced with 1 plasma knife.|
1482|2598|4|•|"The Theyn’s Autoch-pattern bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 ion blaster</li><li>1 Theyn’s pistol</li></ul>"|
1483|2598|5|•|The Theyn can be equipped with 1 Theyn’s melee weapon.|
1484|2599|1|•|All models in this unit can each have their EtaCarn plasma gun replaced with 1 volkanite disintegrator.|
1485|2599|2|•|All models in this unit can each have their concussion gauntlet replaced with 1 plasma blade gauntlet.|
1486|2599|3|•|The Hesyr’s concussion gauntlet or plasma blade gauntlet can be replaced with 1 graviton hammer.|
1487|2599|4|•|The Hesyr’s weavefield crest can be replaced with 1 teleport crest.|
1488|2600|1|•|All models in this unit can each have their heavy plasma axe replaced with 1 concussion maul.|
1489|2600|2|•|For every 5 models in this unit, 1 model that is not equipped with a mole grenade launcher can have its heavy plasma axe or concussion maul replaced with 1 twin concussion gauntlet.|
1490|2600|3|•|For every 5 models in this unit, 1 model that is not equipped with a twin concussion gauntlet or a mole grenade launcher can be equipped with 1 mole grenade launcher.*|
1491|2600|4|*|<b>* Designer’s Note:</b> If a Cthonian Beserk is equipped with a mole grenade launcher, it will be accompanied by an L-COG unit: both models should be placed on the same base and together they act as a single model for all rules purposes.|
1492|2601|1|•|"For every 3 models in this unit, 1 model can be equipped with one of the following::<ul style=""list-style-type:circle""><li>1 HYLas rotary cannon</li><li>1 ion beamer</li></ul>"|
1493|2601|2|•|1 model that is not equipped with either a HYLas rotary cannon or an ion beamer can be equipped with 1 multiwave comms array.*|
1494|2601|3|•|1 model that is not equipped with either a HYLas rotary cannon or an ion beamer can be equipped with 1 panspectral scanner.*|
1495|2601|4|•|1 model that is not equipped with either a HYLas rotary cannon or an ion beamer can be equipped with 1 rollbar searchlight.*|
1496|2601|5|*|* A model can only take one of these options, and cannot be equipped with a HYLas rotary cannon or an ion beamer.|
1497|2602|1|•|"This model’s HYLas beam cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 L7 missile launcher and 1 Sagitaur missile launcher</li><li>1 MATR autocannon</li></ul>"|
1498|2603|1|•|All models in this unit can each have their bolt cannon replaced with 1 graviton blast cannon.|
1499|2603|2|•|All models in this unit can each have their bolt cannon replaced with 1 SP conversion beamer.|
1500|2604|1|•|"This model’s 2 twin bolt cannons can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin bolt cannon and 1 twin ion beamer</li><li>2 twin ion beamers</li></ul>"|
1501|2604|2|•|"This model’s cyclic ion cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 SP heavy conversion beamer</li><li>1 heavy magna-rail cannon</li></ul>"|
1502|2604|3|•|This model’s panspectral scanner can be replaced with 1 Hekaton warhead.|
1503|2607|1|•|"This model’s chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 boltgun and 1 close combat weapon</li><li>1 power fist</li><li>1 power weapon</li></ul>"|
1504|2607|2|•|"This model’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
1505|2609|1|•|"1 Cadian Veteran Guardsman’s lasgun and regimental standard can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
1506|2609|2|•|"1 Cadian Veteran Guardsman’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
1507|2609|3|•|"The Cadian Commander’s laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
1508|2609|4|•|"1 Cadian Veteran Guardsman's chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer and 1 close combat weapon</li><li>1 grenade launcher and 1 close combat weapon</li><li>1 meltagun and 1 close combat weapon</li><li>1 plasma gun and 1 close combat weapon</li><li>1 power fist</li><li>1 power weapon</li></ul>"|
1509|2609|5|•|"The Cadian Commander’s chainsword can be  replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
1510|2610|1|•||
1511|2612|1|•|"For every 10 models in this unit, up to 2 Shock Troopers can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
1512|2612|2|•|For every 10 models in this unit, 1 Shock Trooper equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced).|
1513|2612|3|•|Any number of Shock Trooper Sergeants can each have their laspistol replaced with 1 bolt pistol.|
1514|2612|4|•|Any number of Shock Trooper Sergeants can each have their laspistol and chainsword replaced with 1 Sergeant's autogun and 1 close combat weapon.|
1515|2612|5|*|* You cannot select the same weapon more than once per unit unless it contains 20 models, in which case you cannot select the same weapon more than twice per unit.|
1516|2613|1|•|"For every 10 models in this unit, up to 2 Death Korps Troopers can each have their lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 long-las</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
1517|2613|2|•|For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 Death Korps medi-pack (that model’s lasgun cannot be replaced)**.|
1518|2613|3|•|For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced).**|
1519|2613|4|•|Any number of Death Korps Watchmasters can each replace their laspistol and chainsword with 1 boltgun and 1 close combat weapon.|
1520|2613|5|•|Any number of Death Korps Watchmasters can each replace their chainsword with 1 power weapon.|
1521|2613|6|•|"Any number of Death Korps Watchmasters can each replace their laspistol with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol</li></ul>"|
1522|2613|7|*|*  You cannot select the same option more than once per unit unless it contains 20 models, in which case you cannot select the same option more than twice per unit.|
1523|2613|8|*|** A model can only take one of these options.|
1524|2614|1|•|For every 5 models in this unit, 1 Jungle Fighter’s lasgun can be replaced with 1 flamer.|
1525|2614|2|•|For every 10 models in this unit, 1 Jungle Fighter equipped with a lasgun can be equipped with 1 vox-caster (that model’s lasgun cannot be replaced).|
1526|2615|1|•|"Up to 4 Kasrkin Troopers can each have their hot-shot lasgun replaced with one of the following:*<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 hot-shot volley gun</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"|
1527|2615|2|•|1 Kasrkin Trooper’s hot-shot lasgun can be replaced with 1 hot-shot marksman rifle.|
1528|2615|3|•|1 Kasrkin Trooper’s hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 melta mine.|
1529|2615|4|•|1 Kasrkin Trooper equipped with a hot-shot lasgun can be equipped with 1 vox-caster (that model’s hot-shot lasgun cannot be replaced).|
1530|2615|5|•|The Kasrkin Sergeant’s chainsword can be replaced with 1 power weapon.|
1531|2615|6|•|"The Kasrkin Sergeant’s hot-shot laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol.</li></ul>"|
1532|2615|7|*|* You cannot select the same weapon from this list more than twice per unit.|
1533|2616|1|•|For every 5 models in this unit, 1 model’s hunting lance can be replaced with 1 goad lance.|
1534|2616|2|•|The Rough Rider Sergeant can be equipped with 1 power sabre.|
1535|2617|1|•|This model’s twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.|
1536|2617|2|•|This model’s castigator gatling cannon can be replaced with 1 pulveriser cannon.|
1537|2617|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 meltaguns</li><li>2 additional heavy stubbers</li></ul>"|
1538|2617|4|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 multi-meltas</li></ul>"|
1539|2619|1|•||
1540|2627|1|•|The Khorne Berzerker Champion’s bolt pistol can be replaced with 1 plasma pistol.|
1541|2627|2|•|For every 5 models in this unit, 1 Khorne Berzerker’s bolt pistol can be replaced with 1 plasma pistol.|
1542|2627|3|•|For every 5 models in this unit, 1 Khorne Berzerker’s chainblade can be replaced with 1 Khornate eviscerator.|
1543|2627|4|•|1 model can be equipped with 1 icon of Khorne.|
1544|2628|1|•|For every 10 models in this unit, 1 Jakhal’s chainblades can be replaced with 1 mauler chainblade.|
1545|2628|2|•|Any number of Dishonoured models can each have their paired manglers replaced with 1 skullsmasher and mangler.|
1546|2628|3|•|For every 10 models in this unit, 1 Jakhal can be equipped with 1 icon of Khorne.|
1547|2629|1|•|"For every 5 models in this unit, 1 Chaos Terminator’s combi-bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy flamer</li><li>1 reaper autocannon</li></ul>"|
1548|2629|2|•|Any number of models can each have their combi-bolter replaced with 1 combi-weapon.|
1549|2629|3|•|For every 5 models in this unit, 1 model’s combi-bolter and accursed weapon can be replaced with 1 paired accursed weapons.|
1550|2629|4|•|For every 5 models in this unit, up to 3 models can each have their accursed weapon replaced with 1 power fist.|
1551|2629|5|•|For every 5 models in this unit, 1 model’s accursed weapon can be replaced with 1 chainfist.|
1552|2632|1|•|"This model’s multi-melta can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 plasma cannon</li><li>1 twin autocannon</li><li>1 twin heavy bolter</li><li>1 twin lascannon</li><li>1 Helbrute fist</li></ul>"|
1553|2632|2|•|"This model’s missile launcher can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Helbrute fist</li><li>1 Helbrute hammer</li><li>1 power scourge</li></ul>"|
1554|2632|3|•|"For each Helbrute fist this model is equipped with, it can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-bolter</li><li>1 heavy flamer</li></ul>"|
1555|2634|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-bolter</li><li>1 combi-weapon</li></ul>"|
1556|2634|2|•|This model can be equipped with 1 havoc launcher.|
1557|2635|1|•|"This model’s twin heavy flamer can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 havoc launcher</li><li>1 Defiler scourge</li></ul>"|
1558|2635|2|•|"This model’s reaper autocannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin heavy bolter</li><li>1 twin lascannon</li></ul>"|
1559|2635|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-bolter</li><li>1 combi-weapon</li></ul>"|
1560|2636|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"|
1561|2636|2|•|This model can be equipped with 1 havoc launcher.|
1562|2636|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-bolter</li><li>1 combi-weapon</li></ul>"|
1563|2637|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"|
1564|2637|2|•|This model can be equipped with 1 havoc launcher.|
1565|2637|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 combi-bolter</li><li>1 combi-weapon</li></ul>"|
1566|2638|1|•|This model’s 2 Hades autocannons can be replaced with 2 ectoplasma cannons.|
1567|2638|2|•|This model’s Forgefiend jaws can be replaced with 1 ectoplasma cannon and 1 Forgefiend claws.|
1568|2639|1|•|This model’s lasher tendrils can be replaced with 2 magma cutters.|
1569|2640|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 additional combi-bolter</li><li>1 combi-weapon</li></ul>"|
1570|2640|2|•|This model can be equipped with 1 havoc launcher or can replace 1 combi-bolter with 1 havoc launcher.|
1571|2641|1|•|This model’s Hades autocannon can be replaced with 1 baleflamer.|
1572|2642|1|•|"This model’s gorestorm cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 daemongore cannon</li><li>1 ichor cannon</li></ul>"|
1573|2642|2|•|This model’s Hades gatling cannon can be replaced with 1 skullhurler.|
1574|2677|1|•|"This model’s power fist can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chainfist</li><li>1 close combat weapon</li><li>1 power weapon</li><li>1 thunder hammer</li></ul>"|
1575|2677|2|•|"This model’s storm bolter and power fist can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin lightning claws</li><li>1 thunder hammer and 1 Terminator storm shield</li></ul>"|
1576|2678|1|•||
1577|2682|1|•||
1578|2683|1|•|"Up to 2 Vigilants can each have their Arbites combat shotgun replaced with one of the following (duplicates are not allowed):<ul style=""list-style-type:circle""><li>1 executioner shotgun</li><li>1 Arbites grenade launcher</li><li>1 heavy stubber</li><li>1 webber</li></ul>"|
1579|2683|2|•|The Proctor-Vigilant can be equipped with 1 nuncio aquila.|
1580|2684|1|•|The Proctor-Subductor can be equipped with 1 nuncio aquila.|
1581|2685|1|•|"Up to 2 Exaction Vigilants can each have their Arbites combat shotgun replaced with one of the following (duplicates are not allowed):<ul style=""list-style-type:circle""><li>1 executioner shotgun</li><li>1 Arbites grenade launcher</li><li>1 heavy stubber</li><li>1 webber</li></ul>"|
1582|2685|2|•|1 Exaction Vigilant that is equipped with an Arbites combat shotgun can be equipped with 1 excruciator maul.*|
1583|2685|3|•|1 other Exaction Vigilant that is equipped with an Arbites combat shotgun can be equipped with 1 Arbites medi-kit.*|
1584|2685|4|•|1 other Exaction Vigilant that is equipped with an Arbites combat shotgun can be equipped with 1 soulguilt scanner.*|
1585|2685|5|•|The Proctor-Exactant can be equipped with 1 nuncio aquila.|
1586|2685|6|*|* That model’s Arbites combat shotgun cannot be replaced.|
1587|2688|1|•||
1588|2692|1|•|"Any number of models can each have their devourer replaced with one of the following:<ul style=""list-style-type:circle""><li>1 deathspitter</li><li>1 spinefists</li></ul>"|
1589|2692|2|•|For every 3 models in this unit, 1 model’s devourer can be replaced with 1 barbed strangler.|
1590|2692|3|•|For every 3 models in this unit, 1 model’s devourer can be replaced with 1 venom cannon.|
1591|2694|1|•||
1592|2700|1|•|This model’s 2 Astraeus las-rippers can be replaced with 2 plasma eradicators.|
1593|2700|2|•|This model’s twin heavy bolter can be replaced with 1 twin lascannon.|
1594|2700|3|•|This model can be equipped with 1 ironhail heavy stubber.|
1595|2702|1|•|"This model’s bolt pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 combi-weapon</li><li>1 hand flamer</li><li>1 inferno pistol</li><li>1 master-crafted boltgun</li><li>1 plasma pistol</li><li>1 storm bolter</li><li>1 relic shield*</li><li>1 relic weapon</li><li>1 power fist</li><li>1 thunder hammer</li></ul>"|
1596|2702|2|•|"This model’s Astartes chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 close combat weapon and 1 relic shield*</li><li>1 power fist</li><li>1 relic weapon</li></ul>"|
1597|2702|3|•|This model’s bolt pistol and Astartes chainsword can be replaced with 1 twin lightning claws.|
1598|2702|4|*|* Maximum one per model.|
1599|2703|1|•|Any number of models can each have their twin flamer replaced with 1 twin meltagun.|
1600|2703|2|•|Any number of models can each have their Centurion bolters replaced with 1 Centurion assault launcher.|
1601|2704|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
1602|2704|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
1603|2704|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>"|
1604|2705|1|•|This model’s 2 storm bolters can be replaced with 2 fragstorm grenade launchers.|
1605|2705|2|•|This model can be equipped with 1 ironhail heavy stubber.|
1606|2705|3|•|This model can be equipped with 1 Icarus rocket pod.|
1607|2706|1|•|This model’s seismic hammer can be replaced with 1 Dreadnought chainfist.|
1608|2706|2|•|This model’s Dreadnought combat weapon and storm bolter can be replaced with 1 hurricane bolter.|
1609|2706|3|•|This model’s storm bolter can be replaced with 1 heavy flamer.|
1610|2706|4|•|This model’s meltagun can be replaced with 1 heavy flamer.|
1611|2706|5|•|This model can be equipped with up to 2 hunter-killer missiles.|
1612|2706|6|•|This model can be equipped with 1 Ironclad assault launchers.|
1613|2710|1|•|This model can be equipped with 1 storm bolter.|
1614|2710|2|•|This model can be equipped with 1 hunter-killer missile.|
1615|2711|1|•|This model’s heavy bolter can be replaced with 1 multi-melta.|
1616|2712|1|•|An Invader ATV’s onslaught gatling cannon can be replaced with 1 multi-melta.|
1617|2714|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"|
1618|2714|2|•|This model can be equipped with 1 hunter-killer missile.|
1619|2714|3|•|This model can be equipped with 1 storm bolter.|
1620|2715|1|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"|
1621|2715|2|•|This model can be equipped with 1 hunter-killer missile.|
1622|2715|3|•|This model can be equipped with 1 storm bolter.|
1623|2717|1|•|This model can be equipped with 1 Icarus rocket pod.|
1624|2717|2|•|This model’s heavy flamer can be replaced with 1 onslaught gatling cannon.|
1625|2717|3|•|This model’s heavy onslaught gatling cannon can be replaced with 1 macro plasma incinerator.|
1626|2717|4|•|This model’s twin fragstorm grenade launcher can be replaced with 1 twin storm bolter.|
1627|2718|1|•|All models in this unit can each have their combat knife replaced with 1 bolt carbine and 1 close combat weapon.|
1628|2718|2|•|If the Reiver Sergeant is equipped with 1 bolt carbine, it can be equipped with 1 combat knife.|
1629|2718|3|•|All models in this unit can each be equipped with 1 Reiver grav-chute.|
1630|2718|4|•|All models in this unit can each be equipped with 1 grapnel launcher.|
1631|2719|1|•|"Each of this model’s heavy plasma cannons can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 conversion beam cannon</li><li>1 kheres-pattern assault cannon</li><li>1 multi-melta</li><li>1 twin autocannon</li><li>1 twin heavy bolter</li><li>1 twin lascannon</li><li>1 twin volkite culverin</li><li>1 Dreadnought chainfist and 1 combi-bolter</li><li>1 Dreadnought combat weapon and 1 combi-bolter</li></ul>"|
1632|2719|2|•|"Each of this model’s combi-bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 graviton blaster</li><li>1 heavy flamer</li><li>1 plasma blaster</li></ul>"|
1633|2719|3|•|This model can be equipped with 1 cyclone missile launcher. |
1634|2720|1|•|"This model’s twin heavy bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 multi-melta</li><li>1 twin assault cannon</li><li>1 twin lascannon</li></ul>"|
1635|2720|2|•|This model can be equipped with 1 hunter-killer missile.|
1636|2720|3|•|This model can be equipped with 1 storm bolter.|
1637|2721|1|•|This model’s twin heavy bolter can be replaced with 1 twin lascannon.|
1638|2721|2|•|This model’s heavy onslaught gatling cannon can be replaced with 1 las-talon.|
1639|2722|1|•|This model’s macro plasma incinerator can be replaced with 1 heavy laser destroyer.|
1640|2722|2|•|This model can be equipped with 1 ironhail heavy stubber.|
1641|2722|3|•|This model can be equipped with 1 Icarus rocket pod.|
1642|2723|1|•|This model can be equipped with 1 hunter-killer missile.|
1643|2724|1|•||
1644|2725|1|•||
1645|2727|1|•|This model can be equipped with 1 hunter-killer missile.|
1646|2727|2|•|This model can be equipped with 1 storm bolter.|
1647|2728|1|•|This model can be equipped with 1 hunter-killer missile.|
1648|2728|2|•|This model can be equipped with 1 storm bolter.|
1649|2729|1|•||
1650|2731|1|•|"This model’s Enforcer pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autogun</li><li>1 lasgun</li><li>1 shotgun</li></ul>"|
1651|2731|2|•|"This model’s Enforcer melee weapon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
1652|2732|1|•|"Any numbers of models’ heavy stubbers can each be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy bolter</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"|
1653|2733|1|•||
1654|2734|1|•|One model’s Ogryn weapon can be replaced with 1 Ogryn power drill.|
1655|2735|1|•||
1656|2736|1|•|"Any number of models can each have their twin big shoota replaced with one of the following:<ul style=""list-style-type:circle""><li>1 kopta rockets</li><li>1 kustom mega-blasta</li></ul>"|
1657|2736|2|•|Any number of models can each be equipped with 1 killsaw.|
1658|2737|1|•|For every 5 models in this unit, 1 model’s heavy bolt pistol can be replaced with 1 plasma pistol.|
1659|2737|2|•|For every 5 models in this unit, 1 model’s Astartes chainsword can be replaced with 1 eviscerator.|
1660|2737|3|•|"1 model’s Astartes chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 power fist</li><li>1 power weapon</li></ul>"|
1661|2737|4|•|"For every 5 models in this unit, 1 model’s heavy bolt pistol and Astartes chainsword can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 hand flamer and 1 Astartes chainsword</li><li>1 hand flamer and 1 power fist</li><li>1 hand flamer and 1 power weapon</li><li>1 heavy bolt pistol and 1 power fist</li><li>1 heavy bolt pistol and 1 power weapon</li><li>1 inferno pistol and 1 Astartes chainsword</li><li>1 inferno pistol and 1 power fist</li><li>1 inferno pistol and 1 power weapon</li><li>1 plasma pistol and 1 Astartes chainsword</li><li>1 plasma pistol and 1 power fist</li><li>1 plasma pistol and 1 power weapon</li></ul>"|
1662|2738|1|•||
1663|2739|1|•||
1664|2740|1|•|This model can be equipped with 1 hunter-killer missile.|
1665|2740|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy flamer</li><li>1 multi-melta</li></ul>"|
1666|2741|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
1667|2741|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
1668|2741|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
1669|2741|4|•|This model can be equipped with 1 hunter-killer missile.|
1670|2742|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
1671|2742|2|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"|
1672|2742|3|•|"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"|
1673|2742|4|•|This model can be equipped with 1 hunter-killer missile.|
1674|2743|1|•|"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"|
