|datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
4046|2374|1|||Vox-caster|"Each time you target the bearer’s unit with a <a href=""/wh40k10ed/the-rules/core-rules/#Stratagems"">Stratagem</a>, roll one D6, adding 1 to the result if there are one or more friendly <span class=""tooltip00116"" data-tooltip-content=""#tooltip_content00116"" data-tooltip-anchor=""#tooltip_content00116""><span class=""kwb"">OFFICER</span></span> models within 6"": on a 5+, you gain 1CP."|Wargear||
4047|2374|2|||Primed and Ready|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, you can select one unit from your army with this ability as the target of the <a href=""/wh40k10ed/the-rules/test_/#Стратегема"">Grenade</a> Stratagem for 0CP, provided that unit has not already been the target of that Stratagem this phase. This can allow you to use the Grenade Stratagem for a second time this phase."|Datasheet||
4048|2374|3|||GRENADIER SQUAD|"If a model from your army with the <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Leader</a> ability can be attached to a <a class=""kwbOne"" href=""/wh40k10ed/factions/astra-militarum/Death-Korps-Of-Krieg""><span class=""kwb kwbo"">DEATH</span> <span class=""kwb kwbo"">KORPS</span> <span class=""kwb2 kwbo"">OF</span> <span class=""kwb kwbo"">KRIEG</span></a> unit, it can be attached to this unit instead."|Special (правая колонка)||
4049|2375|1|8346.0||||Core||
4050|2375|2|||Medicae Medi-packs|"Whilst this unit contains one or more Medicae Servitors, models in this unit have the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span></span> 5+ ability."|Datasheet||
4051|2375|3|||Mindlock|While this unit contains a Quartermaster Revenant model, improve the Weapon Skill characteristic of this unit’s Medical scalpels by 1.|Datasheet||
4052|2377|1|8343.0||||Core||
4053|2377|2|||Mark the Target|"Each time this unit Remains Stationary, until the start of your next <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, ranged weapons equipped by models in this unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">[DEVASTATING WOUNDS]</a></span> ability."|Datasheet||
4054|2377|3|||SNIPER TEAMS|"For the purposes of <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarking</a> within <span class=""kwb"">TRANSPORTS</span>, each Elysian Sniper Team model counts as one Heavy Weapons Team model."|Special (правая колонка)||
4055|2378|1|8346.0||||Core||
4056|2378|2|8377.0||||Faction||
4057|2378|3|||Summary Execution|"Once per <a href=""/wh40k10ed/the-rules/core-rules/#The-Battle-Round"">battle round</a>, at the start of any phase, you can select one friendly <span class=""tooltip00203"" data-tooltip-content=""#tooltip_content00203"" data-tooltip-anchor=""#tooltip_content00203""><span class=""kwb"">ASTRA</span> <span class=""kwb"">MILITARUM</span> <span class=""kwb"">INFANTRY</span></span> or <span class=""tooltip00382"" data-tooltip-content=""#tooltip_content00382"" data-tooltip-anchor=""#tooltip_content00382""><span class=""kwb"">ASTRA</span> <span class=""kwb"">MILITARUM</span> <span class=""kwb"">MOUNTED</span></span> unit that is <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a> and within 12"" of this model. If you do, one model in that unit is destroyed, and that unit is then no longer Battle-shocked."|Datasheet||
4058|2378|4|||Political Overwatch|"While another <span class=""tooltip00116"" data-tooltip-content=""#tooltip_content00116"" data-tooltip-anchor=""#tooltip_content00116""><span class=""kwb"">OFFICER</span></span> model is in the same unit as this model, you can re-roll <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock test</a>s taken for that unit."|Datasheet||
4059|2378|5|||ORDERS|"This Officer can issue 1 Order to a <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">REGIMENT</span></span> unit. This <span class=""kwb"">OFFICER</span> can only issue the <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335""><span class=""tt kwbu"">Duty</span> <span class=""tt kwbu"">and</span> <span class=""tt kwbu"">Honour!</span></span> and <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335""><span class=""tt kwbu"">Fix</span> <span class=""tt kwbu"">Bayonets!</span></span> Orders."|Special (правая колонка)||
4060|2379|1|8339.0||||Core|D3|
4061|2379|2|8334.0||||Core|2|
4062|2379|3|||Mobile Command Vehicle|"In your <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, one <span class=""tooltip00116"" data-tooltip-content=""#tooltip_content00116"" data-tooltip-anchor=""#tooltip_content00116""><span class=""kwb"">OFFICER</span></span> model <a href=""/wh40k10ed/the-rules/core-rules/#Embark"">embarked</a> within this <span class=""kwb"">TRANSPORT</span> can <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335""><span class=""tt kwbu"">issue</span> <span class=""tt kwbu"">Orders</span></span> even though it is not on the battlefield. When doing so, measure distances to and from this <span class=""kwb"">TRANSPORT</span>."|Datasheet||
4063|2379|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
4064|2453|1|8339.0||||Core|D6|
4065|2453|2|3676.0||||Faction||
4066|2453|3|||Mega Carnage|"Each time this model is selected to fight, you can select one enemy unit within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of it and roll one D6, adding 2 to the result if this model made a <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge move</a> this turn: on a 4-5, that enemy unit suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>; on a 6+, that enemy unit suffers 3 mortal wounds."|Datasheet||
4067|2453|4|||Dead Rippy|"If this model is equipped with 2 dread killsaws, those weapons have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">[TWIN-LINKED]</a></span> ability. If this model is equipped with 2 dread rippa klaws, those weapons have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">[TWIN-LINKED]</a></span> ability."|Datasheet||
4068|2459|1|8339.0||||Core|D3|
4069|2459|2|||Arcane Cover|"Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this <span class=""kwb"">FORTIFICATION</span>, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
4070|2459|3|||Webway Strike|"Each time a friendly <span class=""kwb"">AELDARI</span> unit arrives from <a href=""/wh40k10ed/the-rules/core-rules/#Strategic-Reserves"">Strategic Reserves</a>, you can choose to set it up anywhere on the battlefield that is wholly within 6"" of this <span class=""kwb"">FORTIFICATION</span>. If you do, that <span class=""kwb"">AELDARI</span> unit can be set up within 9"" of enemy models, and can be set up within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of enemy models. If an <span class=""kwb"">AELDARI</span> unit is set up within Engagement Range of any enemy models in this way, it counts as having made a <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge move</a> this turn and is eligible to fight this turn."|Datasheet||
4071|2459|4|||Fortification|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <a class=""kwbOne"" href=""/wh40k10ed/factions/aeldari/Webway-Gate""><span class=""kwb kwbo"">FORTIFICATIONS</span></a> from your army: <br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>. </li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Datasheet||
4072|2459|5|||DEPLOYMENT|"Both Wraithbone Arches of this <span class=""kwb"">FORTIFICATION</span> must be set up with their upper points no more than 1"" apart and with both statues facing in fully opposite directions so that an arch is formed, as shown on the right. Both arches are then treated as a single model for all rules purposes."|Special (правая колонка)||
4073|2460|1|8343.0||||Core||
4074|2460|2|8346.0||||Core||
4075|2460|3|8396.0||||Faction||
4076|2460|4|||Virulent Aura|"While this model is leading a unit, each time a model in that unit makes a ranged attack, you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>."|Datasheet||
4077|2460|5|||Blight Bombardment|"At the start of your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, select one enemy unit within 30"" of and <a href=""/wh40k10ed/the-rules/core-rules/#Determining-Visibility"">visible</a> to this model. Until the end of the phase, each time a friendly <span class=""tooltip00122"" data-tooltip-content=""#tooltip_content00122"" data-tooltip-anchor=""#tooltip_content00122""><span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span></span> model makes a ranged attack that targets that unit, re-roll a <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> of 1 (if that attack is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Blast"">Blast weapon</a>, you can re-roll the Hit roll instead)."|Datasheet||
4078|2461|1|8339.0||||Core|D3|
4079|2461|2|8396.0||||Faction||
4080|2461|3|||Hail of Corrosive Disease|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this model has shot, select one enemy unit (excluding <span class=""kwb"">MONSTERS</span> and <span class=""kwb"">VEHICLES</span>) hit by one or more of those attacks. Until the end of the phase, each time a friendly <span class=""tooltip00122"" data-tooltip-content=""#tooltip_content00122"" data-tooltip-anchor=""#tooltip_content00122""><span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span></span> unit makes a ranged attack that targets that enemy unit, improve the Armour Penetration characteristic of that attack by 1. The same enemy unit can only be affected by this ability once per phase."|Datasheet||
4081|2462|1|8339.0||||Core|D3|
4082|2462|2|8396.0||||Faction||
4083|2462|3|||Putrescent Fog (Aura)|"Enemy units that are set up on the battlefield as <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reinforcements</a> cannot be set up within 12"" of this model."|Datasheet||
4084|2462|4|||Diseased Cover|"Each time a ranged attack is allocated to a model, if that model is not fully <a href=""/wh40k10ed/the-rules/core-rules/#Determining-Visibility"">visible</a> to the attacking unit because of this Fortification, that model has the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a> against that attack."|Datasheet||
4085|2462|5|||Fortification|"While an enemy unit is only within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more <span class=""kwb"">FORTIFICATIONS</span> from your army:<br><ul><li>That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">Pistol</a>, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.</li><li>Models in that unit do not need to take <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Desperate Escape tests</a> due to <a href=""/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves"">Falling Back</a> while <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a>, except for those that will move over enemy models when doing so.</li></ul>"|Datasheet||
4086|2462|6|||DEPLOYMENT|"Both parts of this <span class=""kwb"">FORTIFICATION</span> must be set up within 1"" of each other. Both parts are then treated as a single model for all rules purposes."|Fortification (левая колонка)||
4087|2468|1|8343.0||||Core||
4088|2468|2|8346.0||||Core||
4089|2468|3|8350.0||||Faction||
4090|2468|4|||Storm Shield|The bearer has a Wounds characteristic of 6.|Wargear||
4091|2468|5|||Tactical Precision|"While this model is leading a unit, weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> ability."|Datasheet||
4092|2468|6|||Vanquish the Foe|"Each time this model makes an attack that targets an enemy unit that is <a href=""/wh40k10ed/the-rules/core-rules/#Below-Half-strength"">Below Half-strength</a>, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> and add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>."|Datasheet||
4093|2471|1|8507.0||||Faction||
4094|2471|2|||Deadly Retinue (Pain)|"At the start of your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a> or at the start of the <a href=""/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>, you can spend 1 <span class=""tooltip00331"" data-tooltip-content=""#tooltip_content00331""><span class=""tt kwbu"">Pain</span> <span class=""tt kwbu"">token</span></span> to Empower this unit. While this unit is Empowered:<br><ul><li>If it contains one or more Lhamaean models, melee weapons equipped by models in this unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> ability.</li><li>If it contains one or more Medusae models, ranged weapons equipped by models in this unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">[IGNORES COVER]</a></span> ability.</li><li>If it contains one or more Sslyth models, each time a melee attack targets this unit, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#2.-W"|Datasheet||
4095|2471|3|||Court of the Archon|"While a <span class=""kwb"">CHARACTER</span> model is leading a unit that contains one or more Lhamaean, Medusae, Sslyth and/or Ur-ghul models, that <span class=""kwb"">CHARACTER</span> model has the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span> <span class=""tt kwbu"">4+</span></span> ability."|Datasheet||
4096|2471|4|||COURT OF THE ARCHON|"This unit can be led by an <span class=""tooltip00383"" data-tooltip-content=""#tooltip_content00383"" data-tooltip-anchor=""#tooltip_content00383""><span class=""kwb"">ARCHON</span></span>. Alternatively, in the <a href=""/wh40k10ed/the-rules/core-rules/#Declare-Battle-Formations"">Declare Battle Formations</a> step, this unit can join one <a class=""kwbOne"" href=""/wh40k10ed/factions/drukhari/Kabalite-Warriors""><span class=""kwb kwbo"">KABALITE</span> <span class=""kwb kwbo"">WARRIORS</span></a> or <a class=""kwbOne"" href=""/wh40k10ed/factions/drukhari/Hand-of-the-Archon""><span class=""kwb kwbo"">HAND</span> <span class=""kwb2 kwbo"">OF</span> <span class=""kwb2 kwbo"">THE</span> <span class=""kwb kwbo"">ARCHON</span></a> unit from your army that is being led by an <span class=""kwb"">ARCHON</span> (a unit cannot have more than one <span class=""kwb"">COURT</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">ARCHON</span> unit joined to it). If it does, until the end of the battle, every model in this uni"|Fortification (левая колонка)||
4097|2472|1|8346.0||||Core||
4098|2472|2|8466.0||||Faction||
4099|2472|3|||Fury of the Righteous|"While this model is leading a unit, weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">[LETHAL HITS]</a></span> ability."|Datasheet||
4100|2472|4|||Rapturous Blows|"Each time this model’s unit is selected to fight, you can discard 1 <span class=""tooltip00351"" data-tooltip-content=""#tooltip_content00351""><span class=""tt kwbu"">Miracle</span> <span class=""tt kwbu"">dice</span></span>. If you do, then until the end of the phase, each time a melee attack made by this model scores a wound, the target of that attack suffers 1 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> in addition to any normal damage."|Datasheet||
4101|2473|1|8346.0||||Core||
4102|2473|2|8350.0||||Faction||
4103|2473|3|||Signum Array|"While this model is leading a unit, ranged weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">[IGNORES COVER]</a></span> ability."|Datasheet||
4104|2473|4|||Siege Captain|"Each time this model makes an attack that targets a <span class=""kwb"">MONSTER</span>, <span class=""kwb"">VEHICLE</span>, or <span class=""kwb"">FORTIFICATION</span> unit, improve the Strength, Armour Penetration and Damage characteristics of that attack by 2."|Datasheet||
4105|2477|1|8382.0||||Faction||
4106|2477|2|8346.0||||Core||
4107|2477|3|||Seekers of Divine Arcana|While this model is leading a unit, add 1 to the Objective Control characteristic of models in that unit.|Datasheet||
4108|2477|4|||Cogitative Instincts|"Enemy units that are set up on the battlefield as <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reinforcements</a> cannot be set up within 12"" horizontally of this model."|Datasheet||
4109|2478|1|8346.0||||Core||
4110|2478|2|8382.0||||Faction||
4111|2478|3|||Control Edict|"While this model is leading a unit, each time a model in that unit makes an attack, you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
4112|2478|4|||Servo-skull Uplink|"Once per battle, at the start of any phase, you can select one friendly <span class=""tooltip00384"" data-tooltip-content=""#tooltip_content00384"" data-tooltip-anchor=""#tooltip_content00384""><span class=""kwb"">SKITARII</span></span> unit that is <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shocked</a> and within 6"" of this model. That unit is no longer Battle-shocked."|Datasheet||
4113|2479|1|8339.0||||Core|1|
4114|2479|2|8346.0||||Core||
4115|2479|3|8466.0||||Faction||
4116|2479|4|||Abbess Sanctorum|"While this model is leading a unit, each time a model in that unit makes an attack, you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> and you can re-roll the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>."|Datasheet||
4117|2479|5|||Righteous Repugnance|"Each time this model’s unit is selected to shoot or fight, you can discard 1 <span class=""tooltip00351"" data-tooltip-content=""#tooltip_content00351""><span class=""tt kwbu"">Miracle</span> <span class=""tt kwbu"">dice</span></span>. If you do, until the end of the phase, add 3 to the Attacks characteristic of Fidelis and the Lance of Illumination. Each time an enemy unit is <a href=""/wh40k10ed/the-rules/core-rules/#Destroyed"">destroyed</a> by this model, you gain 1 Miracle dice."|Datasheet||
4118|2479|6|||SUPREME COMMANDER|"If this model is in your army, it must be your <a href=""/wh40k10ed/the-rules/core-rules/#6.-Select-Warlord"">Warlord</a>."|Special (правая колонка)||
4119|2480|1|8346.0||||Core||
4120|2480|2|8466.0||||Faction||
4121|2480|3|||Auto-Tapestry of the Emperor’s Judgement|"While this unit is leading a unit and contains an Aestred Thurga model, weapons equipped by models in that unit have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">[DEVASTATING WOUNDS]</a></span> ability"|Datasheet||
4122|2480|4|||Recount the Deeds of the Saints|"While this unit is leading a unit and contains an Agathae Dolan model, each time that unit destroys an enemy unit, you gain 1 <span class=""tooltip00351"" data-tooltip-content=""#tooltip_content00351""><span class=""tt kwbu"">Miracle</span> <span class=""tt kwbu"">dice</span></span>. When that Agathae Dolan model is <a href=""/wh40k10ed/the-rules/core-rules/#Destroyed"">destroyed</a>, you gain D3 Miracle dice."|Datasheet||
4123|2481|1|8466.0||||Faction||
4124|2481|2|||Sworn Protectors|"While an <span class=""tooltip00385"" data-tooltip-content=""#tooltip_content00385"" data-tooltip-anchor=""#tooltip_content00385""><span class=""kwb"">ADEPTA</span> <span class=""kwb"">SORORITAS</span> <span class=""kwb"">CHARACTER</span></span> is leading this unit, each time an attack targets this unit, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>."|Datasheet||
4125|2482|1|8346.0||||Core||
4126|2482|2|8466.0||||Faction||
4127|2482|3|||Executioner of Heretics (Aura)|"While an enemy unit is within 6"" of this model, worsen the <a href=""/wh40k10ed/the-rules/core-rules/#Leadership-Tests"">Leadership</a> characteristic of models in that unit by 1."|Datasheet||
4128|2482|4|||Unflinching Determination|While this model is leading a unit, add 1 to the Objective Control characteristic of models in that unit.|Datasheet||
4129|2483|1|8466.0||||Faction||
4130|2483|2|||Righteous Paragons|"Each time a model in this unit makes an attack that targets a <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> and add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>."|Datasheet||
4131|2484|1|8339.0||||Core|D3|
4132|2484|2|8466.0||||Faction||
4133|2484|3|||Rites of Castigation|"In your <a href=""/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE"">Shooting phase</a>, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the turn, each time a friendly <span class=""kwb"">ADEPTA</span> <span class=""kwb"">SORORITAS</span> unit makes a ranged attack that targets that enemy unit, improve the Armour Penetration characteristic of that attack by 1. The same enemy unit can only be affected by this ability once per turn."|Datasheet||
4134|2484|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
4135|2485|1|8340.0||||Core||
4136|2485|2|8345.0||||Core||
4137|2485|3|8336.0||||Core||
4138|2485|4|8337.0||||Core||
4139|2485|5|8377.0||||Faction||
4140|2485|6|||Tanith Camo-cloaks|"Models in this unit have the <a href=""/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover"">Benefit of Cover</a>."|Datasheet||
4141|2485|7|||Covert Stealth Team|"At the end of your opponent’s turn, if this unit is not within <a href=""/wh40k10ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of one or more enemy units, you can remove this unit from the battlefield. In the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Reinforcements"">Reinforcements step</a> of your next <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, set it up anywhere on the battlefield that is more than 9"" horizontally away from all enemy models."|Datasheet||
4142|2485|8|||ORDERS|"This unit’s <span class=""kwb"">OFFICER</span> can issue up to 2 <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335""><span class=""tt kwbu"">Orders</span></span> to <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">REGIMENT</span></span> or <span class=""kwb"">GAUNT’S</span> <span class=""kwb"">GHOSTS</span> units."|Special (правая колонка)||
4143|2488|1|8338.0||||Core|6+|
4144|2488|2|8346.0||||Core||
4145|2488|3|3676.0||||Faction||
4146|2488|4|||Super Runts|"While this model is leading a unit: <br><ul><li>Models in that unit have the <a href=""/wh40k10ed/the-rules/core-rules/#Normal-Moves"">Scouts</a> 9"" ability. </li><li>Each time a model in that unit makes an attack, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a> and add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll"">Wound roll</a>. </li><li>Each time an attack targets that unit, subtract 1 from the Wound roll.</li></ul>"|Datasheet||
4147|2488|5|||Special Dose|"While the <span class=""tooltip00290"" data-tooltip-content=""#tooltip_content00290""><span class=""tt kwbu"">Waaagh!</span></span> is active for your army, add 6"" to the Move characteristic of models in this model’s unit."|Datasheet||
4148|2489|1|8338.0||||Core|6+|
4149|2489|2|8346.0||||Core||
4150|2489|3|3676.0||||Faction||
4151|2489|4|||Beastboss|"While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>."|Datasheet||
4152|2489|5|||Beastly Rage|"Each time this model makes a <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge move</a>, until the end of the turn, melee weapons it is equipped with have the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">[DEVASTATING WOUNDS]</a></span> ability."|Datasheet||
4153|2490|1|8338.0||||Core|5+|
4154|2490|2|8346.0||||Core||
4155|2490|3|3676.0||||Faction||
4156|2490|4|||Thundering Stampede|"While this model is leading a unit, add 1 to <a href=""/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit"">Charge rolls</a> made for that unit."|Datasheet||
4157|2490|5|||Single-minded Predator|"You can target this model's unit with the <a href=""/wh40k10ed/the-rules/test_/#Стратегема"">Heroic Intervention</a> Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this phase."|Datasheet||
4158|2491|1|8338.0||||Core|5+|
4159|2491|2|8346.0||||Core||
4160|2491|3|3676.0||||Faction||
4161|2491|4|||Grot Orderly|"Once per battle, in your <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, if the bearer is leading a unit that is below its <a href=""/wh40k10ed/the-rules/core-rules/#Starting-Strength"">Starting Strength</a>, you can return up to D3 destroyed <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">Bodyguard</a> models to that unit.<br><br><b>Designer’s Note:</b> <i>Place a Grot Orderly token next to the unit, removing it once this ability has been used.</i>"|Wargear||
4162|2491|5|||Dok’s Toolz|"While this model is leading a unit, models in that unit have the <span class=""tooltip00073"" data-tooltip-content=""#tooltip_content00073""><span class=""tt kwbu"">Feel</span> <span class=""tt kwbu"">No</span> <span class=""tt kwbu"">Pain</span> <span class=""tt kwbu"">5+</span></span> ability."|Datasheet||
4163|2491|6|||Sawbonez|"At the end of your <a href=""/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>, select one friendly <span class=""tooltip00386"" data-tooltip-content=""#tooltip_content00386"" data-tooltip-anchor=""#tooltip_content00386""><span class=""kwb"">BEAST</span> <span class=""kwb"">SNAGGA</span> <span class=""kwb"">CHARACTER</span></span> model within 3"" of this model. That model is healed and regains up to 3 lost wounds. Each model can only be healed once per turn."|Datasheet||
4164|2492|1|8339.0||||Core|D3|
4165|2492|2|8338.0||||Core|6+|
4166|2492|3|8346.0||||Core||
4167|2492|4|3676.0||||Faction||
4168|2492|5|||Unstable Oracle|"While this model is leading a unit, add 2 to the Attacks characteristic of this model’s Eyez of Mork weapon for every 5 models in that unit (rounding down), but while that unit contains 10 or more models, that weapon has the <span class=""kwb2 bluefont""><a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">[HAZARDOUS]</a></span> ability."|Datasheet||
4169|2492|6|||Roar of Mork (Psychic)|"In your opponent’s <a href=""/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>, you can select one enemy unit within 18"" ofand visible to this <span class=""kwb"">PSYKER</span> and roll one D6: on a 1, this <span class=""kwb"">PSYKER</span>’s unit suffers D3 <a href=""/wh40k10ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>; on a 2+, until the start of your opponent’s next Command phase, that enemy unit is confrazzled. While a unit is confrazzled, each time a <a href=""/wh40k10ed/the-rules/core-rules/#2.-Battle-shock"">Battle-shock</a> or <a href=""/wh40k10ed/the-rules/core-rules/#Leadership-Tests"">Leadership test</a> is taken for it, subtract 2 from that test."|Datasheet||
4170|2493|1|8338.0||||Core|5+|
4171|2493|2|8346.0||||Core||
4172|2493|3|3676.0||||Faction||
4173|2493|4|||One Last Kill|"While this model is leading a unit, each time a model in that unit is <a href=""/wh40k10ed/the-rules/core-rules/#Destroyed"">destroyed</a> by a melee attack, if it has not fought this phase, roll one D6: on a 4+, do not remove it from play. The destroyed model can fight after the attacking unit has finished making its attacks, and is then removed from play."|Datasheet||
