|datasheet_id|line|name|M|T|Sv|inv_sv|inv_sv_descr|W|Ld|OC|base_size|base_size_descr|Unnamed: 13
675|1052|1|Daemon Prince of Nurgle|"8"""|12|2+|4||10|6+|3|60mm||
676|1053|1|Typhus|"5"""|7|2+|4||6|6+|1|50mm||
677|1054|1|Lord of Contagion|"5"""|7|2+|4||6|6+|1|40mm||
678|1055|1|Malignant Plaguecaster|"5"""|6|3+|-||4|6+|1|32mm||
679|1056|1|Poxwalkers|"5"""|4|7+|-||1|8+|1|25mm||
680|1057|1|Foetid Bloat-drone|"10"""|9|3+|5||10|6+|3|60mm||
681|1058|1|Noxious Blightbringer|"5"""|6|3+|-||4|6+|1|40mm||
682|1094|1|Chaos Cerastus Knight Acheron|"12"""|11|3+|5|* Against ranged attacks only|28|6+|10|170 x 109mm||
683|1095|1|Chaos Cerastus Knight Lancer|"14"""|11|3+|4||28|6+|10|170 x 109mm||
684|1096|1|Chaos Cerastus Knight Castigator|"12"""|11|3+|5|* Against ranged attacks only|28|6+|10|170 x 109mm||
685|1097|1|Chaos Cerastus Knight Atrapos|"12"""|11|3+|5||28|6+|10|170 x 109mm||
686|1098|1|Chaos Questoris Knight Magaera|"10"""|11|3+|5||26|6+|10|120 x 92mm||
687|1099|1|Chaos Acastus Knight Porphyrion|"8"""|13|2+|5|* Against ranged attacks only|30|6+|10|Use model||
688|1100|1|Chaos Questoris Knight Styrix|"10"""|11|3+|5||26|6+|10|120 x 92mm||
689|1104|1|Karanak|"12"""|4|7+|4||5|7+|3|75 x 42mm||
690|1105|1|Skarbrand|"10"""|11|3+|4||20|6+|5|100mm||
691|1106|1|Skulltaker|"8"""|4|4+|4||5|7+|1|40mm||
692|1111|1|Rendmaster On Blood Throne|"8"""|9|4+|4||9|7+|3|120 x 92mm||
693|1112|1|Flesh Hounds|"12"""|4|7+|5||2|7+|1|60 x 35mm||
694|1114|1|Bloodletters|"8"""|4|7+|5||1|7+|2|32mm||
695|1115|1|Bloodcrushers|"10"""|7|3+|5||4|7+|2|90 x 52mm||
696|1116|1|Skull Cannon|"8"""|9|4+|4||9|7+|3|120 x 92mm||
697|1117|1|Kairos Fateweaver|"12"""|10|6+|4||20|6+|5|100mm||
698|1118|1|The Changeling|"6"""|3|7+|4||5|7+|1|40mm||
699|1119|1|The Blue Scribes|"12"""|4|6+|4||6|8+|2|60mm flying base||
700|1120|1|Lord of Change|"12"""|10|6+|4||18|6+|5|100mm||
701|1125|1|Flamers|"9"""|4|7+|4||3|7+|1|32mm||
702|1126|1|Exalted Flamer|"9"""|4|7+|4||6|7+|1|75 x 42mm||
703|1127|1|Screamers|"14"""|4|6+|4||3|7+|1|32mm flying base||
704|1128|1|Burning Chariot|"12"""|8|7+|4||9|7+|3|120 x 92mm||
705|1129|1|Epidemius|"5"""|5|6+|5||8|7+|2|60mm||
706|1130|1|Great Unclean One|"7"""|12|5+|4||20|6+|5|130mm||
707|1132|1|Plaguebearers|"5"""|5|7+|5||2|7+|2|32mm||
708|1133|1|Nurglings|"5"""|3|7+|5||4|8+|0|40mm||
709|1134|1|Beasts Of Nurgle|"6"""|9|6+|5||7|7+|3|60mm||
710|1135|1|Plague Drones|"10"""|8|6+|5||5|7+|2|60mm||
711|1136|1|The Masque Of Slaanesh|"9"""|3|7+|4||4|7+|1|32mm||
712|1137|1|Keeper Of Secrets|"14"""|10|5+|4||18|6+|5|100mm||
713|1138|1|Tranceweaver|"9"""|3|7+|5||3|7+|1|32mm||
714|1139|1|Herald Of Slaanesh On Steed Of Slaanesh|"14"""|4|7+|5||4|7+|2|60 x 35mm||
715|1141|1|Tormentbringer On Exalted Seeker Chariot|"14"""|6|5+|4||12|7+|3|120 x 92mm||
716|1142|1|Daemonettes|"9"""|3|7+|5||1|7+|2|25mm||
717|1143|1|Fiends|"12"""|5|7+|5||4|7+|2|75 x 42mm||
718|1144|1|Hellflayer|"14"""|6|5+|4||7|7+|3|120 x 92mm||
719|1145|1|Seekers|"14"""|4|7+|5||2|7+|1|60 x 35mm||
720|1146|1|Seeker Chariot|"14"""|6|5+|4||7|7+|3|120 x 92mm||
721|1147|1|Exalted Seeker Chariot|"14"""|6|5+|4||12|7+|5|120 x 92mm||
722|1148|1|Be’lakor|"12"""|11|3+|4||20|6+|5|100mm||
723|1149|1|Daemon Prince Of Chaos|"8"""|10|2+|4||10|6+|3|60mm||
724|1150|1|Furies|"12"""|3|7+|5||1|8+|1|25mm||
725|1151|1|Soul Grinder|"8"""|11|3+|4||14|7+|5|160mm||
726|1153|1|Cerberus|"10"""|12|2+|-||18|6+|6|Use model||
727|1154|1|Vanguard Veteran Squad|"6"""|4|3+|-||2|6+|1|32mm||
728|1156|1|Invictor Tactical Warsuit|"8"""|8|3+|-||12|6+|4|90mm||
729|1157|1|Intercessor Squad|"6"""|4|3+|-||2|6+|2|32mm||
730|1158|1|Invader Atv|"12"""|5|3+|-||8|6+|2|Use model||
731|1159|1|Incursor Squad|"6"""|4|3+|-||2|6+|1|32mm||
732|1160|1|Scout Squad|"6"""|4|4+|-||2|6+|1|28.5mm||
733|1161|1|Sicaran Arcus|"10"""|11|2+|-||14|6+|4|Use model||
734|1162|1|Sergeant Telion|"6"""|4|4+|-||3|6+|1|25mm||
735|1163|1|Sicaran Omega|"10"""|11|2+|-||14|6+|4|Use model||
736|1164|1|Thunderfire Cannon|"3"""|6|2+|-||6|6+|2|Use model||
737|1165|1|Bladeguard Ancient|"6"""|4|3+|4||4|6+|1|40mm||
738|1166|1|Company Veterans On Bikes|"12"""|5|3+|-||2|6+|2|75 x 25mm||
739|1167|1|Company Champion On Bike|"12"""|5|3+|4||5|6+|2|75 x 25mm||
740|1168|1|Land Speeder Tempest|"14"""|8|3+|-||7|6+|2|60mm flying base||
741|1169|1|Land Speeder Tornado|"14"""|7|3+|-||6|6+|2|60mm flying base||
742|1172|1|Captain In Gravis Armour|"5"""|6|3+|4||6|6+|1|40mm||
743|1174|1|Chaplain|"6"""|4|3+|4||4|5+|1|40mm||
744|1175|1|Kratos|"10"""|12|2+|-||18|6+|6|Use model||
745|1177|1|Heavy Intercessor Squad|"5"""|6|3+|-||3|6+|2|40mm||
746|1178|1|Vindicator Laser Destroyer|"9"""|11|2+|-||11|6+|3|Use model||
747|1179|1|Sokar-pattern Stormbird|"20+"""|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
748|1182|1|Ancient On Bike|"12"""|5|3+|-||5|6+|2|75 x 25mm||
749|1183|1|Terminator Squad|"5"""|5|2+|4||3|6+|1|40mm||
750|1184|1|Terminus Ultra|"10"""|12|2+|-||16|6+|5|Use model||
751|1185|1|Sicaran Battle Tank|"10"""|11|2+|-||14|6+|4|Use model||
752|1188|1|Vindicator|"9"""|11|2+|-||11|6+|3|Use model||
753|1189|1|Mastodon|"9"""|14|2+|-||30|6+|12|Use model||
754|1190|1|Stormtalon Gunship|"20+"""|8|3+|-||10|6+|0|120 x 92mm flying base||
755|1191|1|Stormraven Gunship|"20+"""|10|3+|-||14|6+|0|120 x 92mm flying base||
756|1192|1|Chaplain Venerable Dreadnought|"6"""|9|2+|5||8|6+|3|60mm||
757|1193|1|Centurion Devastator Squad|"4"""|7|2+|-||4|6+|2|50mm||
758|1197|1|Grey Knights Thunderhawk Gunship|"20+"""|12|2+|-||30|6+|0|Use model||
759|1199|1|Repressor|"12"""|10|3+|6||12|7+|2|Use model||
760|1237|1|Valkyrie Sky Talon|"20+"""|10|2+|-||14|7+|0|120 x 92mm flying base||
761|1293|1|Blood Slaughterer|"12"""|9|3+|5||10|6+|3|Use model||
762|1294|1|Greater Blight Drone|"10"""|9|3+|5||10|6+|3|60mm||
763|1295|1|Decimator|"10"""|10|3+|5||12|6+|4|60mm||
764|1297|1|Kytan Ravager|"10"""|12|3+|5||24|6+|10|170 x 109mm||
765|1298|1|Greater Brass Scorpion|"12"""|12|3+|5||26|6+|10|Use model||
766|1302|1|Chaos Deimos Predator|"10"""|10|3+|-||11|6+|3|Use model||
767|1310|1|Dreadclaw Drop Pod|"12"""|7|3+|-||9|6+|2|Use model||
768|1311|1|Kharybdis Assault Claw|"12"""|11|3+|-||20|6+|4|Use model||
769|1317|1|Hell Blade|"20+"""|8|3+|5||10|6+|0|120 x 92mm flying base||
770|1318|1|Hell Talon|"20+"""|9|3+|5||14|6+|0|120 x 92mm flying base||
771|1321|1|Chaos Thunderhawk|"20+"""|12|2+|-||30|6+|0|120 x 92mm flying base||
772|1329|1|An'ggrath The Unbound|"12"""|11|4+|4||24|6+|6|130mm||
773|1332|1|Zarakynel|"14"""|10|5+|4||20|6+|5|105 x 70mm||
774|1333|1|Aetaos'rau'keres|"12"""|10|6+|4||24|6+|6|130mm||
775|1336|1|Plague Toads|"7"""|8|6+|5||4|7+|2|60mm||
776|1337|1|Pox Riders|"7"""|8|6+|5||5|7+|2|60mm||
777|1338|1|Spined Chaos Beast|"10"""|10|4+|5||12|7+|4|No official base size||
778|1339|1|Giant Chaos Spawn|"10"""|8|4+|5||10|7+|3|100mm||
779|1340|1|Scabeiathrax The Bloated|"7"""|12|5+|4||22|6+|5|Use model||
780|1344|1|Librarian With Jump Pack|"12"""|4|3+|-||4|6+|1|25mm||
781|1345|1|Lieutenant In Reiver Armour|"6"""|4|3+|-||4|6+|1|40mm||
782|1346|1|Lieutenant|"6"""|4|3+|-||4|6+|1|40mm||
783|1347|1|Land Raider Prometheus|"10"""|12|2+|-||16|6+|5|Use model||
784|1348|1|Librarian On Bike|"12"""|5|3+|-||5|6+|2|75 x 25mm||
785|1355|1|Exalted Champion|"6"""|4|3+|-||4|6+|1|40mm||
786|1360|1|Grand Master In Nemesis Dreadknight|"8"""|8|2+|4||13|6+|4|120 x 92mm||
787|1361|1|Brotherhood Librarian|"5"""|5|2+|4||5|6+|1|40mm||
788|1362|1|Brotherhood Chaplain|"5"""|5|2+|4||5|5+|1|40mm||
789|1363|1|Stormhawk Interceptor|"20+"""|9|3+|-||10|6+|0|120 x 92mm flying base||
790|1364|1|Stormtalon Gunship|"20+"""|9|3+|-||10|6+|0|120 x 92mm flying base||
791|1367|1|Foul Blightspawn|"5"""|6|3+|-||4|6+|1|40mm||
792|1368|1|Biologus Putrifier|"5"""|6|3+|-||4|6+|1|40mm||
793|1369|1|Plague Surgeon|"5"""|6|3+|-||4|6+|1|40mm||
794|1370|1|Tallyman|"5"""|6|3+|-||4|6+|1|40mm||
795|1371|1|Deathshroud Terminators|"5"""|7|2+|4||4|6+|1|40mm||
796|1372|1|Blightlord Terminators|"5"""|7|2+|4||3|6+|1|40mm||
797|1374|1|Myphitic Blight-haulers|"10"""|9|3+|5||10|6+|3|80mm||
798|1376|1|Plagueburst Crawler|"10"""|10|2+|5||12|6+|3|Use model||
799|1377|1|Mortarion|"10"""|12|2+|4||16|5+|6|100mm||
800|1383|1|Mukaali Riders|"8"""|6|4+|-||5|7+|2|40mm||
801|1385|1|Grot Bomm Launcha|"12"""|6|4+|6||6|7+|2|Use model||
802|1386|1|Attack Fighta|"20+"""|9|3+|6||10|7+|0|120 x 92mm flying base||
803|1387|1|Fighta-bommer|"20+"""|9|3+|6||12|7+|0|120 x 92mm flying base||
804|1388|1|Deff Rolla Battle Fortress|"10"""|12|3+|6||22|7+|8|Use model||
805|1389|1|Kill Krusha|"10"""|12|3+|6||22|7+|8|Use model||
806|1390|1|Raven Strike Fighter|"20+"""|8|4+|5||10|7+|0|120 x 92mm flying base||
807|1391|1|Knarloc Riders|"7"""|5|5+|-||4|7+|2|65mm||
808|1392|1|Great Knarloc|"9"""|8|4+|-||10|7+|3|65mm||
809|1393|1|Firestorm|"14"""|9|3+|-||12|6+|3|60mm flying base||
810|1394|1|Ministorum Priest|"6"""|3|6+|4||3|7+|1|32mm||
811|1396|1|Tech-Priest Enginseer|"6"""|4|3+|5||3|7+|1|32mm||
812|1397|1|Munitorum Servitors|"6"""|3|4+|6||1|8+|0|25mm||
813|1398|1|Ogryn Bodyguard|"6"""|6|5+|-||6|7+|1|40mm||
814|1400|1|Bonesinger|"7"""|3|6+|4||3|6+|1|25mm||
815|1406|1|Sly Marbo|"6"""|3|5+|-||4|7+|1|32mm||
816|1423|1|Ravenwing Talonmaster|"16"""|7|3+|5||6|6+|2|65mm||
817|1446|1|Trajann Valoris|"6"""|6|2+|4||7|5+|2|40mm||
818|1447|1|Shield-captain|"6"""|6|2+|4||6|6+|2|40mm||
819|1448|1|Shield-captain In Allarus Terminator Armour|"5"""|7|2+|4||7|6+|2|40mm||
820|1449|1|Shield-captain On Dawneagle Jetbike|"12"""|7|2+|4||8|6+|2|75 x 42mm||
821|1450|1|Custodian Wardens|"6"""|6|2+|4||3|6+|2|40mm||
822|1453|1|Allarus Custodians|"5"""|7|2+|4||4|6+|2|40mm||
823|1454|1|Vertus Praetors|"12"""|7|2+|4||5|6+|2|75 x 42mm||
824|1455|1|Bloodmaster|"8"""|4|5+|4||4|7+|1|40mm||
825|1456|1|Skullmaster|"10"""|7|3+|4||6|7+|2|60mm||
826|1458|1|Contemptor-achillus Dreadnought|"6"""|9|2+|5||10|6+|3|60mm||
827|1460|1|Caladius Grav-tank|"10"""|11|2+|5||14|6+|4|170 x 109mm||
828|1461|1|Coronus Grav-carrier|"12"""|12|2+|5||16|6+|5|Use model||
829|1462|1|Changecaster|"6"""|3|6+|4||3|7+|1|32mm||
830|1463|1|Fateskimmer|"12"""|7|6+|4||9|7+|3|120 x 92mm||
831|1464|1|Fluxmaster|"12"""|4|6+|4||4|7+|1|60mm flying base||
832|1465|1|Rotigus|"7"""|12|5+|4||22|6+|5|130mm||
833|1466|1|Horticulous Slimux|"6"""|10|3+|4||10|7+|2|105 x 70mm||
834|1467|1|Poxbringer|"5"""|5|7+|5||5|7+|1|32mm||
835|1468|1|Sloppity Bilepiper|"5"""|5|7+|5||5|7+|1|32mm||
836|1469|1|Spoilpox Scrivener|"5"""|5|7+|5||5|6+|1|40mm||
837|1470|1|Feculent Gnarlmaw|-|9|4+|-||9|7+|0|Use model||
838|1472|1|Tzaangor Shaman|"10"""|4|5+|5||4|7+|2|40mm||
839|1474|1|Tzaangor Enlightened|"10"""|4|5+|5||2|7+|2|40mm||
840|1476|1|Mutalith Vortex Beast|"10"""|10|4+|5||13|6+|4|120 x 92mm||
841|1477|1|Commander In Crisis Battlesuit|"10"""|5|3+|-||5|7+|2|50mm||
842|1478|1|Commander In Enforcer Battlesuit|"8"""|5|2+|-||6|7+|2|60mm||
843|1479|1|Telemon Heavy Dreadnought|"8"""|10|2+|4||12|6+|4|100mm||
844|1481|1|Armiger Helverin|"12"""|9|3+|5|* against ranged attacks only|14|7+|6|100mm||
845|1482|1|Armiger Warglaive|"12"""|9|3+|5|* against ranged attacks only|14|7+|6|100mm||
846|1483|1|Knight Preceptor|"10"""|11|3+|5|* against ranged attacks only|26|6+|10|170 x 109mm||
847|1484|1|Canis Rex|"10"""|11|3+|5|* against ranged attacks only|26|6+|10|170 x 109mm||
848|1485|1|Knight Castellan|"8"""|12|3+|5|* against ranged attacks only|28|6+|10|170 x 109mm||
849|1486|1|Knight Valiant|"8"""|12|3+|5|* against ranged attacks only|28|6+|10|170 x 109mm||
850|1523|1|Scout Sniper Squad|"6"""|4|4+|-||2|6+|1|25mm||
851|1524|1|Sergeant Chronus|"6"""|4|2+|-||3|6+|1|25mm||
852|1525|1|Secutarii Hoplites|"6"""|3|5+|4||1|7+|1|25mm||
853|1526|1|Secutarii Peltasts|"6"""|3|5+|6||1|7+|1|25mm||
854|1527|1|Techmarine On Bike|"12"""|5|3+|-||5|6+|2|75 x 25mm||
855|1533|1|Terrax-pattern Termite|"8"""|10|3+|-||14|6+|2|Use model||
856|1536|1|Big Mek With Shokk Attack Gun|"6"""|5|4+|-||5|7+|1|40mm||
857|1537|1|Deffkilla Wartrike|"12"""|6|4+|5||9|6+|3|150 x 95mm||
858|1538|1|Kustom Boosta-blasta|"12"""|7|4+|6||9|7+|3|150 x 95mm||
859|1539|1|Shokkjump Dragsta|"12"""|7|4+|6||9|7+|3|150 x 95mm||
860|1540|1|Boomdakka Snazzwagon|"12"""|7|4+|6||9|7+|3|150 x 95mm||
861|1541|1|Megatrakk Scrapjet|"12"""|7|4+|6||9|7+|3|150 x 95mm||
862|1542|1|Rukkatrukk Squigbuggy|"12"""|7|4+|6||9|7+|3|150 x 95mm||
863|1545|1||-|9|4+|-||10|7+|0|Use model||
864|1546|1|Abominant|"6"""|6|5+|-||5|7+|1|40mm||
865|1553|1|Preacher|"6"""|3|6+|4||3|7+|1|32mm||
866|1556|1|Haarken Worldclaimer|"12"""|4|3+|4||5|6+|1|40mm||
867|1557|1|Contemptor-galatus Dreadnought|"6"""|9|2+|4||10|6+|3|60mm||
868|1558|1|Aquilon Custodians|"5"""|7|2+|4||4|6+|2|50mm||
869|1559|1|Custodian Guard With Adrasite And Pyrithite Spears|"6"""|6|2+|4||3|6+|2|40mm||
870|1560|1|Agamatus Custodians|"12"""|6|2+|4||4|6+|2|60mm flying base||
871|1561|1|Venatari Custodians|"10"""|6|2+|4||3|6+|2|40mm||
872|1562|1|Pallas Grav-attack|"12"""|8|2+|5||9|6+|2|105 x 70mm||
873|1563|1|Sagittarum Custodians|"6"""|6|2+|4||3|6+|2|40mm||
874|1564|1|Orion Assault Dropship|"20+"""|12|2+|5||22|6+|0|160mm||
875|1565|1|Jackal Alphus|"12"""|4|5+|-||4|7+|1|60 x 35mm||
876|1567|1|Clamavus|"6"""|3|5+|-||3|6+|1|32mm||
877|1568|1|Locus|"6"""|4|5+|4||3|7+|1|32mm||
878|1569|1|Sanctus|"6"""|3|5+|5||3|7+|1|32mm||
879|1570|1|Kelermorph|"6"""|3|5+|5||3|7+|1|32mm||
880|1571|1|Nexos|"6"""|3|5+|-||3|7+|1|40mm||
881|1572|1|Biophagus|"6"""|3|5+|-||3|7+|1|25mm||
882|1573|1|Achilles Ridgerunners|"12"""|7|3+|-||8|7+|3|120 x 92mm||
883|1574|1|ATALAN JACKAL|"12"""|4|5+|-||2|7+|1|60 x 35mm||
884|1574|2|ATALAN WOLFQUAD|"12"""|4|5+|-||4|7+|1|60mm||
885|1576|1|Tectonic Fragdrill|-|11|3+|-||14|7+|0|Use model||
886|1577|1|Seraptek Heavy Construct|"10"""|12|3+|5||24|7+|10|Use model||
887|1579|1|Inquisitor Eisenhorn|"6"""|3|4+|5||4|6+|1|32mm||
888|1580|1|Tech-priest Manipulus|"6"""|4|2+|5||4|7+|1|50mm||
889|1581|1|Master Of Possession|"8"""|4|3+|5||4|6+|1|40mm||
890|1583|1|Lord Discordant On Helstalker|"14"""|9|2+|4||10|6+|4|120 x 92mm||
891|1584|1|Master Of Executions|"6"""|4|3+|-||4|6+|1|40mm||
892|1586|1|Venomcrawler|"12"""|9|3+|5||9|6+|3|100mm||
893|1587|1|Noctilith Crown|-|11|3+|-||14|6+|0|Use model||
894|1588|1|Skull Altar|-|12|3+|-||10|7+|0|Use model||
895|1589|1|Infernal Enrapturess|"9"""|3|7+|5||3|7+|1|60 x 35mm||
896|1596|1|Rein And Raus|"6"""|2|6+|-||1|8+|1|25mm||
897|1598|1|Amallyn Shadowguide|"7"""|3|5+|4||3|6+|1|32mm||
898|1600|1|Rogue Psyker|"6"""|3|5+|-||3|7+|1|32mm||
899|1601|1|Negavolt Cultists|"6"""|3|7+|5||1|7+|1|32mm||
900|1603|1|Spindle Drones|"6"""|4|4+|-||2|6+|1|25mm||
901|1604|1|Fellgor Beastmen|"6"""|4|5+|-||1|7+|1|32mm||
902|1606|1|Assault Intercessor Squad|"6"""|4|3+|-||2|6+|2|32mm||
903|1607|1|Land Raider Achilles|"10"""|12|2+|4||16|6+|5|Use model||
904|1608|1|Land Raider Proteus|"12"""|12|2+|-||16|6+|5|Use model||
905|1609|1|Fire Raptor Gunship|"20+"""|10|3+|-||18|6+|0|120 x 92mm flying base||
906|1610|1|Storm Speeder Thunderstrike|"14"""|9|3+|-||11|6+|3|90mm||
907|1611|1|Chief Librarian Tigurius|"6"""|4|3+|4||4|6+|1|40mm||
908|1630|1|Ambull|"6"""|8|3+|-||8|8+|3|50mm||
909|1647|1|Contorted Epitome|"9"""|6|5+|4||8|7+|2|75 x 42mm||
910|1648|1|Shalaxi Helbane|"14"""|10|3+|4||20|6+|5|100mm||
911|1649|1|Syll’esske|"9"""|6|6+|4||9|6+|2|50mm||
912|1650|1|Skorpius Dunerider|"12"""|9|3+|-||11|7+|2|Use model||
913|1651|1|Skorpius Disintegrator|"10"""|10|2+|-||12|7+|3|Use model||
914|1658|1|Knight Despoiler|"10"""|11|3+|5| * Against ranged attacks only|26|6+|10|170 x 109mm||
915|1659|1|Knight Tyrant|"8"""|12|3+|5|* Against ranged attacks only|28|6+|10|170 x 109mm||
916|1660|1|Knight Desecrator|"10"""|11|3+|5|* Against ranged attacks only|26|6+|10|170 x 109mm||
917|1661|1|Knight Rampager|"12"""|11|3+|5|* Against ranged attacks only|26|6+|10|170 x 109mm||
918|1662|1|Chaos Acastus Knight Asterius|"8"""|13|2+|5|* Against ranged attacks only|30|6+|10|Use model||
919|1663|1|War Dog Moirax|"12"""|10|3+|5|* Against ranged attacks only|12|7+|8|100mm||
920|1664|1|Acastus Knight Asterius|"8"""|13|2+|5|* Against ranged attacks only|30|6+|10|Use model||
921|1666|1|Falchion|"9"""|13|2+|-||24|6+|8|Use model||
922|1667|1|Gladiator Reaper|"10"""|10|3+|-||12|6+|3|100mm||
923|1668|1|Eliminator Squad|"6"""|4|3+|-||2|6+|1|40mm||
924|1680|1|Ares Gunship|"20+"""|12|2+|5||22|6+|0|160mm||
925|1822|1|X-101|"6"""|3|4+|-||3|8+|0|32mm||
926|1825|1|Gladiator Valiant|"10"""|10|3+|-||12|6+|3|100mm||
927|1991|1|Terrax-pattern Termite|"8"""|10|3+|-||14|6+|2|Use model||
928|1993|1|Da Red Gobbo|"6"""|2|5+|-||3|7+|1|32mm||
929|1994|1|Carnodon|"12"""|10|2+|-||12|7+|3|Use model||
930|1997|1|Death Company Marines|"6"""|4|3+|-||2|6+|1|32mm||
931|2063|1|Triumph Of Saint Katherine|"6"""|3|3+|4||18|6+|6|120 x 92mm||
932|2064|1|Junith Eruita|"8"""|5|2+|4||8|6+|2|50mm||
933|2066|1|Zephyrim Squad|"12"""|3|3+|5||1|7+|1|32mm||
934|2067|1|Mortifiers|"8"""|6|4+|6||5|7+|2|50mm||
935|2068|1|Battle Sanctum|-|11|3+|-||20|7+|0|Use model||
936|2076|1|Attack Bike Squad|"12"""|5|3+|-||5|6+|2|Use model||
937|2077|1|Warbringer Nemesis Titan|"12"""|14|2+|5|* Against ranged attacks only|80|6+|20|Use model||
938|2080|1|Big Mek With Kustom Force Field|"6"""|5|4+|-||4|7+|1|40mm||
939|2081|1|Serberys Sulphurhounds|"12"""|4|4+|5||2|7+|2|60 x 35mm||
940|2082|1|Serberys Raiders|"12"""|4|4+|5||2|7+|2|60 x 35mm||
941|2083|1|Pteraxii Sterylizors|"12"""|4|4+|5||2|7+|1|40mm||
942|2084|1|Pteraxii Skystalkers|"12"""|4|4+|5||2|7+|1|40mm||
943|2085|1|Archaeopter Transvector|"20+"""|9|3+|-||10|7+|0|170 x 109mm||
944|2086|1|Archaeopter Stratoraptor|"20+"""|9|3+|-||10|7+|0|170 x 109mm||
945|2087|1|Archaeopter Fusilave|"20+"""|9|3+|-||10|7+|0|170 x 109mm||
946|2088|1|Aleya|"6"""|3|3+|5||4|6+|1|32mm||
947|2090|1|Inquisitor Draxus|"6"""|3|3+|5||4|6+|1|32mm||
948|2092|1|Illuminor Szeras|"8"""|8|2+|4||9|6+|3|80mm||
949|2093|1|The Archivist|"5"""|6|3+|-||6|7+|2|50mm||
950|2098|1|Hellblaster Squad|"6"""|4|3+|-||2|6+|1|32mm||
951|2099|1|Aggressor Squad|"5"""|6|3+|-||3|6+|1|40mm||
952|2100|1|Adrax Agatone|"6"""|4|2+|4||5|6+|1|40mm||
953|2102|1|Land Speeder Typhoon|"14"""|7|3+|-||6|6+|2|60mm flying base||
954|2103|1|Command Squad|"6"""|4|3+|-||3|6+|1|32mm||
955|2105|1|Darnath Lysander|"5"""|5|2+|4||7|6+|1|50mm||
956|2108|1|Plasmancer|"5"""|4|4+|-||4|6+|1|32mm||
957|2109|1|Skorpekh Lord|"8"""|7|3+|4||7|6+|2|60mm||
958|2110|1|Skorpekh Destroyers|"8"""|6|3+|-||3|7+|2|50mm||
959|2111|1|Cryptothralls|"5"""|4|3+|-||3|8+|1|32mm||
960|2112|1|Canoptek Reanimator|"8"""|6|3+|-||6|7+|3|60mm||
961|2114|1|Canoptek Scarab Swarms|"10"""|2|6+|-||4|8+|0|40mm||
962|2115|1|Canoptek Doomstalker|"8"""|8|3+|4||12|8+|4|90mm||
963|2116|1|Lokhust Heavy Destroyers|"8"""|6|3+|-||4|7+|2|60mm||
964|2173|1|Land Raider Redeemer|"12"""|12|2+|-||16|6+|5|Use model||
965|2199|1|MARNEUS CALGAR|"6"""|6|2+|4||6|6+|1|50mm||
966|2199|2|VICTRIX HONOUR GUARD|"6"""|4|2+|4||3|6+|1|40mm||
967|2202|1|Devastator Squad|"6"""|4|3+|-||2|6+|1|32mm||
968|2234|1|Primaris Company Champion|"6"""|4|3+|-||4|6+|1|32mm||
969|2252|1|Spartan|"10"""|12|2+|-||18|6+|6|Use model||
970|2255|1|Sternguard Veteran Squad|"6"""|4|3+|-||2|6+|1|32mm||
971|2258|1|Stalker|"9"""|11|3+|-||11|6+|3|Use model||
972|2266|1|Librarian|"6"""|4|3+|-||4|6+|1|40mm||
973|2267|1|Deathstorm Drop Pod|-|7|3+|-||8|6+|2|Use model||
974|2268|1|Deimos Predator|"10"""|10|3+|-||11|6+|3|Use model||
975|2269|1|Deredeo Dreadnought|"6"""|9|2+|5||12|6+|3|80mm||
976|2270|1|Desolation Squad|"6"""|4|3+|-||2|6+|1|32mm||
977|2285|1|Death Company Marines|"6"""|4|3+|-||2|6+|1|32mm||
978|2291|1|Sammael|"12"""|5|3+|4||7|6+|2|60mm flying base||
979|2296|1|Lazarus|"6"""|4|3+|4||5|6+|1|40mm||
980|2302|1|Deathwing Command Squad|"5"""|5|2+|4||3|6+|1|40mm||
981|2350|1|Royal Warden|"5"""|5|3+|-||4|6+|1|32mm||
982|2351|1|Lokhust Lord|"8"""|6|3+|4||6|6+|2|60mm flying base||
983|2352|1|Technomancer|"10"""|4|4+|-||4|6+|1|50mm||
984|2353|1|Psychomancer|"5"""|4|4+|-||4|6+|1|40mm||
985|2354|1|Chronomancer|"5"""|4|4+|4||4|6+|1|40mm||
986|2355|1|Hexmark Destroyer|"8"""|5|3+|-||5|6+|1|50mm||
987|2357|1|C’tan Shard Of The Void Dragon|"6"""|11|4+|4||12|6+|4|80mm||
988|2358|1|Ophydian Destroyers|"10"""|5|4+|-||3|7+|2|50mm||
989|2359|1|Lokhust Destroyers|"8"""|6|3+|-||3|7+|2|60mm flying base||
990|2360|1|SZAREKH|"8"""|10|2+|4||16|6+|6|100mm||
991|2360|2|TRIARCHAL MENHIR|"8"""|10|2+|4||5|6+|1|50mm||
992|2361|1|Convergence Of Dominion|-|9|3+|-||7|8+|0|Use model||
993|2362|1|Tomb Citadel Walls|-|13|2+|5||50|7+|0|Use model||
994|2363|1|Guardian Drone|"5"""|7|3+|-||7|6+|2|50mm||
995|2374|1|GRENADIER|"6"""|3|4+|-||1|7+|2|25mm||
996|2374|2|HEAVY WEAPONS TEAM|"6"""|3|4+|-||2|7+|1|60mm||
997|2375|1|QUARTERMASTER REVENANT|"6"""|3|4+|-||3|7+|1|25mm||
998|2375|2|MEDICAE SERVITOR|"6"""|3|4+|-||1|8+|0|25mm||
