|datasheet_id|line|line_in_wargear|dice|name|description|range|type|A|BS_WS|S|AP|D|Unnamed: 13
5650|2736|1.0|1||Kopta rokkits|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|24|Ranged|D3|5|9|-2|3|
5651|2736|2.0|1||Kustom mega-blasta|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>"|24|Ranged|3|5|9|-2|D6|
5652|2736|3.0|1||Slugga|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|5|4|0|1|
5653|2736|4.0|1||Twin big shoota|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|36|Ranged|3|5|5|0|1|
5654|2736|5.0|1||Killsaw||Melee|Melee|3|4|12|-3|2|
5655|2736|6.0|1||Spinnin’ blades||Melee|Melee|6|3|5|0|1|
5656|2737|1.0|1||Hand flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||3|0|1|
5657|2737|2.0|1||Heavy bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|18|Ranged|1|3|4|-1|1|
5658|2737|3.0|1||Inferno pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|6|Ranged|1|3|8|-4|D3|
5659|2737|4.0|1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|7|-2|1|
5660|2737|5.0|2||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|8|-3|2|
5661|2737|6.0|1||Astartes chainsword||Melee|Melee|4|3|4|-1|1|
5662|2737|7.0|1||Eviscerator|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|Melee|Melee|3|4|7|-2|2|
5663|2737|8.0|1||Power fist||Melee|Melee|3|3|8|-2|2|
5664|2737|9.0|1||Power weapon||Melee|Melee|4|3|5|-2|1|
5665|2738|1.0|1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|4|0|1|
5666|2738|2.0|1||Astartes chainsword||Melee|Melee|5|2|4|-1|1|
5667|2739|1.0|1||Earthshaker cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Indirect-Fire"">indirect fire</a>"|240|Ranged|D6+3|4|8|-2|2|
5668|2739|2.0|1||Close combat weapons||Melee|Melee|3|4|3|0|1|
5669|2740|1.0|1||Heavy bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|3|4|5|-1|2|
5670|2740|2.0|1||Heavy flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|-1|1|
5671|2740|3.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
5672|2740|4.0|1||Multi-melta|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|18|Ranged|2|4|9|-4|D6|
5673|2740|5.0|1||Close combat weapon||Melee|Melee|2|4|6|0|1|
5674|2741|1.0|1||Eradicator nova cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>"|36|Ranged|D3+6|4|7|-1|2|
5675|2741|2.0|1||Heavy bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|3|4|5|-1|2|
5676|2741|3.0|1||Heavy flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|-1|1|
5677|2741|4.0|1||Heavy stubber|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>"|36|Ranged|3|4|4|0|1|
5678|2741|5.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
5679|2741|6.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
5680|2741|7.0|1||Multi-melta|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|18|Ranged|2|4|9|-4|D6|
5681|2741|8.0|1||Plasma cannon – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|36|Ranged|D3|4|7|-2|1|
5682|2741|9.0|2||Plasma cannon – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>"|36|Ranged|D3|4|8|-3|2|
5683|2741|10.0|1||Storm bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|4|4|0|1|
5684|2741|11.0|1||Armoured tracks||Melee|Melee|6|4|7|0|1|
5685|2742|1.0|1||Executioner plasma cannon – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|36|Ranged|D6+3|4|7|-2|2|
5686|2742|2.0|2||Executioner plasma cannon – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>"|36|Ranged|D6+3|4|8|-3|3|
5687|2742|3.0|1||Heavy bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|3|4|5|-1|2|
5688|2742|4.0|1||Heavy flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|-1|1|
5689|2742|5.0|1||Heavy stubber|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>"|36|Ranged|3|4|4|0|1|
5690|2742|6.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
5691|2742|7.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
5692|2742|8.0|1||Multi-melta|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|18|Ranged|2|4|9|-4|D6|
5693|2742|9.0|1||Plasma cannon – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|36|Ranged|D3|4|7|-2|1|
5694|2742|10.0|2||Plasma cannon – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>"|36|Ranged|D3|4|8|-3|2|
5695|2742|11.0|1||Storm bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|4|4|0|1|
5696|2742|12.0|1||Armoured tracks||Melee|Melee|6|4|7|0|1|
5697|2743|1.0|1||Exterminator autocannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 4</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Twin-linked"">twin-linked</a>"|48|Ranged|4|4|9|-1|3|
5698|2743|2.0|1||Heavy bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|3|4|5|-1|2|
5699|2743|3.0|1||Heavy flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|-1|1|
5700|2743|4.0|1||Heavy stubber|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>"|36|Ranged|3|4|4|0|1|
5701|2743|5.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
5702|2743|6.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
5703|2743|7.0|1||Multi-melta|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|18|Ranged|2|4|9|-4|D6|
5704|2743|8.0|1||Plasma cannon – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|36|Ranged|D3|4|7|-2|1|
5705|2743|9.0|2||Plasma cannon – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>"|36|Ranged|D3|4|8|-3|2|
5706|2743|10.0|1||Storm bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|4|4|0|1|
5707|2743|11.0|1||Armoured tracks||Melee|Melee|6|4|7|0|1|
5708|2744|1.0|1||Heavy bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|3|4|5|-1|2|
5709|2744|2.0|1||Heavy flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|-1|1|
5710|2744|3.0|1||Heavy stubber|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>"|36|Ranged|3|4|4|0|1|
5711|2744|4.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
5712|2744|5.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
5713|2744|6.0|1||Multi-melta|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|18|Ranged|2|4|9|-4|D6|
5714|2744|7.0|1||Plasma cannon – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|36|Ranged|D3|4|7|-2|1|
5715|2744|8.0|2||Plasma cannon – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>"|36|Ranged|D3|4|8|-3|2|
5716|2744|9.0|1||Punisher gatling cannon||24|Ranged|20|4|6|0|1|
5717|2744|10.0|1||Storm bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|4|4|0|1|
5718|2744|11.0|1||Armoured tracks||Melee|Melee|6|4|7|0|1|
5719|2745|1.0|1||Heavy bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|36|Ranged|3|4|5|-1|2|
5720|2745|2.0|1||Heavy flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|-1|1|
5721|2745|3.0|1||Heavy stubber|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 3</a>"|36|Ranged|3|4|4|0|1|
5722|2745|4.0|1||Hunter-killer missile|one shot|48|Ranged|1|4|14|-3|D6|
5723|2745|5.0|1||Lascannon||48|Ranged|1|4|12|-3|D6+1|
5724|2745|6.0|1||Multi-melta|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|18|Ranged|2|4|9|-4|D6|
5725|2745|7.0|1||Plasma cannon – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|36|Ranged|D3|4|7|-2|1|
5726|2745|8.0|2||Plasma cannon – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>"|36|Ranged|D3|4|8|-3|2|
5727|2745|9.0|1||Storm bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|4|4|0|1|
5728|2745|10.0|1||Vanquisher battle cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>"|72|Ranged|1|4|18|-4|D6+6|
5729|2745|11.0|1||Armoured tracks||Melee|Melee|6|4|7|0|1|
5730|2746|1.0|1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>"|12|Ranged|1|4|4|0|1|
5731|2746|2.0|1||Flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||4|0|1|
5732|2746|3.0|1||Grenade launcher – frag|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|24|Ranged|D3|3|4|0|1|
5733|2746|4.0|2||Grenade launcher – krak||24|Ranged|1|3|9|-2|D3|
5734|2746|5.0|1||Hot-shot lasgun|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|3|3|-1|1|
5735|2746|6.0|1||Hot-shot laspistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|3|-1|1|
5736|2746|7.0|1||Hot-shot volley gun|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|30|Ranged|2|3|4|-1|1|
5737|2746|8.0|1||Meltagun|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|12|Ranged|1|3|9|-4|D6|
5738|2746|9.0|1||Plasma gun – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|3|7|-2|1|
5739|2746|10.0|2||Plasma gun – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|3|8|-3|2|
5740|2746|11.0|1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>"|12|Ranged|1|3|7|-2|1|
5741|2746|12.0|2||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">HAZARDOUS</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">PISTOL</a>"|12|Ranged|1|3|8|-3|2|
5742|2746|13.0|1||Chainsword||Melee|Melee|4|4|3|0|1|
5743|2746|14.0|1||Close combat weapon||Melee|Melee|2|4|3|0|1|
5744|2746|15.0|1||Power fist||Melee|Melee|3|4|6|-2|2|
5745|2746|16.0|1||Power weapon||Melee|Melee|3|4|4|-2|1|
5746|2748|1.0|1||Astartes grenade launcher – frag|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>"|24|Ranged|D3|3|4|0|1|
5747|2748|2.0|2||Astartes grenade launcher – krak||24|Ranged|1|3|9|-2|D3|
5748|2748|3.0|1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|0|1|
5749|2748|4.0|1||Plasma talon – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|18|Ranged|2|3|7|-2|1|
5750|2748|5.0|2||Plasma talon – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|18|Ranged|2|3|8|-3|2|
5751|2748|6.0|1||Black Knight combat weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>"|Melee|Melee|3|3|5|-2|1|
5752|2748|7.0|1||Master-crafted power weapon||Melee|Melee|6|2|5|-2|2|
5753|2749|1.0|1||Infernal cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|3|2|7|-1|2|
5754|2749|2.0|1||Hellforged weapons – strike|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|Melee|Melee|7|2|8|-2|3|
5755|2749|3.0|2||Hellforged weapons – sweep|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|Melee|Melee|14|2|6|-1|1|
5756|2750|1.0|1||Boltgun|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|24|Ranged|2|3|4|0|1|
5757|2750|2.0|1||Plague knife|"<a href=""/wh40k10ed/the-rules/core-rules/#Lethal-Hits"">lethal hits</a>"|Melee|Melee|4|3|4|0|1|
5758|2751|1.0|1||Psychic Tendril – neuroparasite|"<a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|18|Ranged|2|2|8|-2|D3|
5759|2751|2.0|2||Psychic Tendril – neuroblast|"<a href=""/wh40k10ed/the-rules/core-rules/#Blast"">blast</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|18|Ranged|2D6|2|6|-2|1|
5760|2751|3.0|3||Psychic Tendril – neurolance|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|18|Ranged|2|2|12|-3|D6|
5761|2751|4.0|1||Monstrous scything talons||Melee|Melee|6|2|9|-2|3|
5762|2751|5.0|1||Monstrous rending claws|"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>"|Melee|Melee|4|2|7|-2|2|
5763|2752|1.0|1||Toxinjector Harpoon|harpooned|12|Ranged|2|2|12|-3|D6+1|
5764|2752|2.0|1||Monstrous scything talons||Melee|Melee|6|2|9|-2|3|
5765|2752|3.0|1||Toxinjector harpoon|"<a href=""/wh40k10ed/the-rules/core-rules/#Extra-Attacks"">extra attacks</a>"|Melee|Melee|4|2|12|-3|D6+1|
5766|2753|1.0|1||Piercing claws and talons|"<a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>"|Melee|Melee|6|2|6|-2|1|
5767|2755|1.0|1||Arcane Fire|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|18|Ranged|D6||6|-2|D3|
5768|2755|2.0|1||Inferno bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|4|-1|1|
5769|2755|3.0|1||Force weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|Melee|Melee|5|2|6|-1|D3|
5770|2755|4.0|1||Prosperine khopesh||Melee|Melee|4|2|5|-2|2|
5771|2757|1.0|1||Infernal cannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|3|3|5|-1|2|
5772|2757|2.0|1||Hellforged weapons – strike||Melee|Melee|8|2|8|-2|3|
5773|2757|3.0|2||Hellforged weapons – sweep||Melee|Melee|16|2|6|-1|1|
5774|2758|1.0|1||Infernal cannon||24|Ranged|3|2|5|-1|2|
5775|2758|2.0|1||Hellforged weapons – strike||Melee|Melee|6|2|8|-2|3|
5776|2758|3.0|2||Hellforged weapons – sweep||Melee|Melee|14|2|6|0|1|
5777|2759|1.0|1||Death spinner|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||4|-1|1|
5778|2759|2.0|1||Dragon fusion gun|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 3</a>"|12|Ranged|1|2|9|-4|D6|
5779|2759|3.0|1||Dragon fusion pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 3</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|6|Ranged|1|2|9|-4|D6|
5780|2759|4.0|1||Reaper launcher – starshot|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>"|48|Ranged|1|3|10|-2|3|
5781|2759|5.0|2||Reaper launcher – starswarm|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>"|48|Ranged|2|3|4|-2|1|
5782|2759|6.0|1||Shuriken pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Assault"">assault</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|2|4|-1|1|
5783|2759|7.0|1||Banshee blade|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 3+</a>"|Melee|Melee|5|2|4|-2|2|
5784|2759|8.0|1||Scorpion chainsword|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|Melee|Melee|7|2|4|-1|1|
5785|2759|9.0|1||Star glaive||Melee|Melee|4|2|6|-3|3|
5786|2760|1.0|1||Combi-weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|3|4|-2|1|
5787|2760|2.0|1||Psycannon|"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|24|Ranged|3|3|8|-1|2|
5788|2760|3.0|1||Psychic shock wave|"<a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|18|Ranged|2D6||3|-2|1|
5789|2760|4.0|1||Storm bolter|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 2</a>"|24|Ranged|2|3|4|0|1|
5790|2760|5.0|1||Force weapon|"<a href=""/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities"">psychic</a>"|Melee|Melee|4|3|5|-2|D3|
5791|2760|6.0|1||Inquisitorial melee weapon||Melee|Melee|5|3|4|-2|1|
5792|2761|1.0|1||Bolt pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|0|1|
5793|2761|2.0|1||Boltgun|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>"|24|Ranged|2|3|4|0|1|
5794|2761|3.0|1||Flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||4|0|1|
5795|2761|4.0|1||Heavy flamer|"<a href=""/wh40k10ed/the-rules/core-rules/#Ignores-Cover"">ignores cover</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Torrent"">torrent</a>"|12|Ranged|D6||5|-1|1|
5796|2761|5.0|1||Meltagun|"<a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|12|Ranged|1|3|9|-4|D6|
5797|2761|6.0|1||Multi-melta|"<a href=""/wh40k10ed/the-rules/core-rules/#Heavy"">heavy</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Melta"">melta 2</a>"|18|Ranged|2|4|9|-4|D6|
5798|2761|7.0|1||Plasma gun – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|3|7|-2|1|
5799|2761|8.0|2||Plasma gun – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Rapid-Fire"">rapid fire 1</a>"|24|Ranged|1|3|8|-3|2|
5800|2761|9.0|1||Plasma pistol – standard|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|7|-2|1|
5801|2761|10.0|2||Plasma pistol – supercharge|"<a href=""/wh40k10ed/the-rules/core-rules/#Hazardous"">hazardous</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|8|-3|2|
5802|2761|11.0|1||Astartes chainsword||Melee|Melee|5|3|4|-1|1|
5803|2761|12.0|1||Close combat weapon||Melee|Melee|3|3|4|0|1|
5804|2761|13.0|1||Power weapon||Melee|Melee|3|3|5|-2|1|
5805|2762|1.0|1||Dartmask|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 2+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>"|12|Ranged|1|4|2|-1|D3|
5806|2762|2.0|1||Household pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Devastating-Wounds"">devastating wounds</a>"|12|Ranged|2|3|5|-2|2|
5807|2762|3.0|1||Laspistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|4|3|0|1|
5808|2762|4.0|1||Voltaic pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 2</a>"|12|Ranged|3|3|4|-2|1|
5809|2762|5.0|1||Close combat weapon||Melee|Melee|1|4|3|0|1|
5810|2762|6.0|1||Death Cult power blade|"<a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>"|Melee|Melee|5|2|4|-2|1|
5811|2762|7.0|1||Monomolecular cane-rapier||Melee|Melee|4|3|4|-1|1|
5812|2763|1.0|1||Heirloom pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Anti"">anti-infantry 4+</a>, <a href=""/wh40k10ed/the-rules/core-rules/#Pistol"">pistol</a>"|12|Ranged|1|3|4|-1|3|
5813|2763|2.0|1||Monomolecular rapier|"<a href=""/wh40k10ed/the-rules/core-rules/#Sustained-Hits"">sustained hits 1</a>"|Melee|Melee|4|3|3|-2|1|
5814|2764|1.0|1||Negotiator pistol|"<a href=""/wh40k10ed/the-rules/core-rules/#Precision"">precision</a>"|12|Ranged|4|3|4|-2|1|
